	Total	separated						mainNot						exportNot						
		Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	
com.syndicate.coffeemugframes	4	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	
com.ladytimer.ovulationcalendar	24	20	14	14	14	24	8	23	23	23	23	23	23	17	15	15	15	20	9	
com.allnewsarabic.com	33	27	13	33	16	19	10	31	24	32	26	26	21	25	18	26	20	20	14	
nanonet.immobiliaresartoni	4	2	2	2	2	2	1	3	3	3	3	3	3	2	2	2	2	2	2	
com.lastpass.lpandroid	14	7	14	14	7	14	2	10	13	13	9	13	6	7	10	10	6	10	4	
com.tapinator.videopokerclassic	23	19	23	23	22	23	16	22	22	22	22	22	22	18	18	18	18	18	18	
com.indoorway.android.fluctus	12	6	2	12	12	6	6	7	9	11	11	9	6	5	7	9	9	7	4	
com.robapps.ballsrider	10	10	7	7	10	8	4	9	9	9	9	8	8	9	9	9	9	8	8	
com.makeshop.powerapp.lmart	23	17	6	6	11	6	7	22	11	11	17	10	13	14	7	7	12	7	9	
in.moltol.gujarati	11	9	11	11	9	11	3	10	10	10	10	10	5	7	8	8	7	8	2	
com.cymstudio.mix1007.fm.radio.app.terre.haute	8	8	8	8	4	4	2	7	7	7	6	4	2	6	6	6	4	3	2	
fr.redshift.chorus.creteilsoleil	54	28	54	54	53	54	4	39	53	53	53	53	26	35	49	49	49	49	24	
com.converter.usdtotry	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
marusov.andrew.bigrusloto	10	1	3	10	7	0	0	1	9	9	9	0	0	1	9	9	9	0	0	
com.Rewind.WEAVR	8	7	2	3	5	6	5	7	4	4	6	6	5	6	3	3	5	5	4	
com.bilalanwar32321.gogo	16	16	16	16	16	16	16	15	15	15	15	15	15	0	0	0	0	0	0	
rs.masterit.panagent.berza	10	10	1	10	10	6	0	9	5	9	9	9	3	9	5	9	9	9	3	
com.himel.stylishtext	9	1	2	9	3	1	1	1	2	8	3	1	6	1	2	8	3	1	6	
com.bigflix.Movies	32	22	32	32	26	24	13	28	31	31	29	22	19	22	24	24	23	16	15	
technark.cforbeginners	36	10	36	36	10	10	6	10	35	35	10	10	9	9	34	34	9	9	8	
com.senle.hiball	11	11	11	11	11	11	11	10	10	10	10	10	10	10	10	10	10	10	10	
com.oxford.bus	26	24	26	26	24	24	16	25	25	25	25	24	24	20	20	20	20	20	20	
com.wsea.monanchauau	14	2	2	2	1	1	0	13	13	13	3	2	2	13	13	13	3	2	2	
com.amadou.lostafound	30	29	30	30	30	30	30	29	29	29	29	29	29	28	28	28	28	28	28	
ag.tropicalanimal.formcpe	76	39	76	76	74	76	37	64	75	75	75	75	70	54	65	65	65	65	50	
com.gegonium.elettralamborghiniwallpaper	26	14	13	26	22	21	8	24	15	25	25	22	20	23	14	24	24	21	19	
com.appybuilder.hrithikpattar.KabaddiLive	8	8	8	8	8	8	8	7	7	7	7	7	7	0	0	0	0	0	0	
com.overpass.secretagentspanishlite	8	8	4	4	3	5	2	7	7	7	7	6	4	5	4	4	4	4	1	
ru.cloudtaxi.client228c	10	10	7	10	10	10	3	9	9	9	9	9	9	2	2	2	2	2	0	
aplikasiresmi.internetgratis2	6	4	1	1	1	2	1	5	2	2	2	2	1	3	0	0	0	0	-1	
com.mobileroadie.app_2529	152	21	152	152	67	85	10	84	151	151	150	150	128	71	137	137	123	128	112	
com.tordusgames.puzzles.forest	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
ias.upscpdf.com	31	28	31	31	31	31	18	29	30	30	30	30	28	26	27	27	27	27	22	
co.cheapchap.cheapchapv1	27	25	27	27	22	27	11	26	26	26	26	26	26	18	18	18	17	18	15	
com.theyoapp	13	9	13	13	11	13	11	12	12	12	12	12	12	10	10	10	10	10	10	
mhmgroup.zaaan.com.mhmgroup	2	0	2	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	
com.radiocolors.turquie	28	20	28	28	24	28	11	26	27	27	27	27	24	20	21	21	21	21	19	
br.com.controla.admsatfacil	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.abacus.devicespacelite2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.apprank.realcatlaserjoke	4	4	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	
india.chat.women.men	83	83	83	83	50	52	39	82	82	82	74	74	81	75	75	75	67	67	73	
org.twinone.intruderselfie	7	5	2	2	1	7	1	5	4	4	4	6	3	3	2	2	2	4	1	
com.myappfactory.videochat.livechat	27	11	27	27	25	27	3	22	26	26	26	26	14	19	24	24	23	24	11	
com.Top.Friendly.Apps.Games.Cute.Christmas.Photo.Stickers	11	8	9	9	11	9	5	9	9	9	10	9	9	8	9	9	9	9	9	
buba.tv2	64	21	64	64	17	28	8	29	63	63	39	44	13	25	59	59	35	40	9	
com.ModernDoorDesigns.embolapps	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.quran.alqatamynasser	3	1	3	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	
com.app.petroleumclubokc	118	54	118	118	118	69	21	83	117	117	117	83	54	78	112	112	112	79	52	
com.mauricio.notasFiscalesV2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.smartmoney.ledger_expensetrackerfree	15	2	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	
police.bha.rudra	512	3	512	512	216	3	3	3	511	511	510	3	3	3	511	511	510	3	3	
com.summerseger.WallpaperIndahIndrianaTerbaru	4	0	4	4	4	4	1	1	3	3	3	3	2	1	3	3	3	3	2	
com.izotope.spire	36	13	36	36	36	15	16	22	35	35	35	22	31	19	33	33	33	20	28	
com.cubemagic.mushroom_xbox	3	1	1	1	3	1	1	1	1	1	2	1	1	0	0	0	0	0	0	
com.chessclock.chessplayer.chesstimer	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.grandsons.dictboxar	29	12	29	29	11	10	5	17	28	28	16	11	11	15	25	25	15	10	11	
christian.conti.password.manager	41	2	0	41	1	36	0	11	19	40	11	36	1	10	19	39	10	35	1	
com.yelp.android	313	313	313	313	313	313	106	312	312	312	312	312	312	258	258	258	258	258	172	
nz.co.telecom.smartphone.android	24	7	22	22	22	24	17	13	23	23	23	23	22	9	19	19	19	20	18	
com.FourInRow	20	9	20	2	5	10	2	19	19	19	10	10	3	16	16	1	3	7	-4	
acoimp.appklm	80	33	80	80	80	42	44	42	79	79	79	58	48	35	72	72	72	51	41	
com.wave.keyboard.theme.speedometeranimatedkeyboard	45	28	45	45	43	42	20	39	44	44	44	42	31	29	34	34	34	32	22	
com.cameroun.actualites.app	71	57	71	71	47	55	27	65	70	70	62	61	51	54	59	59	48	50	37	
com.lapshinanatoly.firewheelfree	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	
fr.ddi.congres_wp7	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	13	13	13	
pl.ordin.wikianniversaries	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.tbi.vishalfitness	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.greenncardd.senegalgospelmusic	41	36	41	41	39	41	24	40	40	40	40	40	38	35	35	35	35	35	33	
com.flavioapp.matandrebicca_girlswallpaper	18	14	11	11	12	12	2	17	17	17	16	11	12	13	13	13	13	8	6	
com.bzyg.sunerniangriji	8	6	3	3	7	8	5	6	4	4	7	7	7	6	4	4	7	7	7	
com.foxydigit.maze.game	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.wHd720PFILMIZLE	4	4	3	3	3	4	0	3	3	3	3	3	1	2	2	2	2	2	1	
com.GoodMorning.quotes	20	14	20	20	14	14	2	16	19	19	16	16	15	13	16	16	13	13	8	
com.expert.callernameannouncer	10	7	10	7	7	7	4	7	9	7	9	7	7	6	8	6	7	6	4	
com.app.sajcok	125	58	125	125	125	73	23	90	124	124	124	87	60	83	118	118	118	82	56	
com.reverbnation.artistapp.i739749	34	8	9	34	6	13	2	33	25	33	26	30	26	31	25	31	24	28	24	
net.rockdev.staffcounter	14	8	5	5	5	8	4	10	8	8	10	10	7	6	4	4	4	6	4	
com.xprodev.cutcam	145	76	145	145	144	145	43	143	144	144	144	144	141	114	128	128	128	128	87	
io.xrgames.fruitracing	19	19	19	19	18	19	14	18	18	18	18	18	18	14	14	14	14	14	14	
ru.s4nchez.mineguide	22	2	22	22	22	2	2	2	21	21	21	2	2	2	21	21	21	2	2	
com.lixusapps.ramadan.maraa	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
parents.vijaymala.in.vijaymalaparent	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.expressvpn.vpn	20	18	4	20	11	18	6	19	19	19	19	19	19	11	8	11	9	11	3	
ru.iappsandigames.simulatorpocketibow	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.blackmagicstudio.games.fingerrush	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.silver.fantasynamegenerator	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	
com.phorest.beubeauty	13	11	13	13	13	13	9	12	12	12	12	12	12	9	9	9	9	9	8	
com.zgdevelopment.listenandreadenglish	2	2	0	0	2	2	2	1	0	0	1	1	1	1	0	0	1	1	1	
flutter.awesome.gallery	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.howtodraweyestutorial.aulanovaaaps	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.deloitte.mobile.container.dunew	53	53	53	53	53	53	51	52	52	52	52	52	52	49	49	49	49	49	49	
com.nibitech.cm	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	
org.muth.android.conjugator_demo_en	8	8	8	8	8	8	8	7	7	7	7	7	7	6	6	6	6	6	6	
hail.mary	7	7	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	
com.easygo.wawaji	16	16	16	16	14	7	3	15	15	15	14	13	8	13	13	13	12	11	6	
com.Crossword.Kanji_ruigigo	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.PE.smartoctonauts	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
ideas.waqf.waqfideas	10	1	0	0	1	0	0	9	0	0	9	0	0	9	0	0	9	0	0	
org.branham.lifeline	42	27	42	42	40	36	5	40	41	41	40	39	27	32	33	33	33	32	18	
air.com.mapyourshow.ABCKIDS16MobileApp	6	6	4	4	6	6	4	5	5	5	5	5	5	2	1	1	2	2	1	
com.miguelrio.cosmicstorm	11	11	9	9	9	11	6	10	10	10	10	10	10	10	10	10	10	10	10	
jp.co.woodsmall.kumamonCalc	9	5	3	3	9	4	1	5	5	5	8	5	5	2	2	2	5	2	2	
bob.bobwatches	37	7	37	37	4	5	1	36	36	36	28	28	3	5	5	5	4	5	1	
com.biticar.app	46	17	46	46	42	25	12	44	45	45	45	25	22	39	40	40	39	20	17	
com.loveroselwp.crush.love.rose.freelivewallpaper	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	
mn.everestsolution.moni	12	10	12	12	10	12	8	11	11	11	11	11	11	7	8	8	7	8	7	
com.hetory.kakao.buam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
dk.bilka.app.release	41	14	41	41	39	41	9	33	40	40	40	40	26	28	34	34	34	34	22	
kr.admobi	31	31	31	31	2	2	1	30	30	30	4	4	8	29	29	29	3	3	7	
air.com.kidsopia.Abacus	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
br.com.squarebits.precosimples	3	3	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	
kr.or.kftc.mobilewallet	171	171	171	171	171	166	6	170	170	170	170	168	58	162	162	162	162	159	41	
air.spacecannonsdemo	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.gamesayou.PlasticSurgeryDream_beautyMakeoverSpa	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.Guru4Ever.wassafat	11	9	6	6	9	8	3	10	10	10	10	8	8	7	7	7	7	5	3	
com.paydue.android	4	4	4	3	4	4	4	3	3	3	3	3	3	2	2	2	2	2	2	
kidgames.abc.pack	39	21	39	39	18	39	15	38	38	38	20	38	19	35	35	35	17	35	16	
smartgr.crochet.necklace	20	5	20	20	20	20	5	17	19	19	19	19	17	17	19	19	19	19	17	
com.forsonstudio.sarahblaskotopsonglyrics	8	6	8	5	7	1	1	7	7	7	7	7	1	7	7	7	7	7	1	
jp.itmama.itmama	8	4	4	4	4	4	4	5	5	5	5	4	4	3	3	3	3	2	2	
com.drugsdictionary	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
cb.tongdot	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.crowdcompass.appaXLacugjBH	22	22	12	22	13	22	5	21	21	21	21	21	21	12	6	12	8	12	5	
com.freemium.android.apps.f1calendarandremainder	7	5	7	4	4	4	2	5	6	6	4	4	3	4	5	4	3	3	2	
com.colsubsidio.medicamentos	11	11	9	9	11	11	5	10	10	10	10	10	10	6	6	6	6	6	4	
au.com.tain.tierra	8	8	8	8	8	8	8	7	7	7	7	7	7	7	7	7	7	7	7	
com.mobincube.tapestry_app.sc_5WRSZR	53	33	53	53	48	47	23	38	52	52	49	49	35	32	46	46	43	43	26	
com.king.world.runto	101	101	99	101	101	101	27	100	100	100	100	100	79	88	88	88	88	88	63	
net.digitalcookieapps.wordsearch	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.erdalgame.twilightrunner3d	3	3	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	
com.OneLife2Care.FoodPoisoningHelp	23	17	2	2	0	1	0	22	2	2	1	1	1	21	1	1	0	0	0	
com.andromeda.wonjcncart	26	8	8	26	5	4	4	25	25	25	6	18	18	25	25	25	6	18	18	
tatcomputer.ir.twoplayers	28	8	28	28	28	7	4	8	27	27	27	7	4	8	27	27	27	7	4	
com.newstory.ChainsawSwing	37	30	37	37	37	37	24	36	36	36	36	36	36	25	26	26	26	26	25	
forgood.be.forgood	52	44	52	52	50	51	8	48	51	51	51	51	40	36	40	40	39	40	27	
me.doubledutch.smerapidconfexpo	124	25	109	124	116	124	14	91	123	123	123	123	99	86	110	118	117	118	62	
com.magdalm.wifipasswordpro	12	4	12	12	10	5	2	4	11	11	11	5	3	2	9	9	9	3	1	
com.jsm.publicdomainbible.geneva	9	5	4	4	1	1	1	7	7	7	1	1	1	7	7	7	1	1	1	
com.app.gamersden	63	26	63	63	31	26	8	43	62	62	58	41	28	37	56	56	50	35	24	
com.i4joy.armyofallies	27	25	23	27	21	27	13	26	25	26	25	26	25	21	21	21	21	21	21	
com.rbstudio.supermariadventure	11	11	9	9	11	11	6	10	10	10	10	10	10	7	7	7	7	7	5	
pl.dogezz.symulatorprywaciarza	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.prometricexam	85	48	85	85	85	85	48	77	84	84	84	84	80	65	72	72	72	72	64	
com.seawolf.grabbybird	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	
com.prgames.hero1	7	7	7	7	7	7	5	6	6	6	6	6	5	4	4	4	4	4	3	
com.unicron.tfdb2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
tr.com.fugo.kelimeavi2.da	23	18	23	23	23	9	2	22	22	22	22	9	8	21	21	21	21	8	6	
com.evoost	3	1	1	1	1	1	0	2	2	2	2	2	0	2	2	2	2	2	0	
com.accidentguys	31	4	2	31	31	2	0	30	30	30	30	3	7	30	30	30	30	3	7	
com.wallsoft.line.sony.xperia.free.themes.stylish.laucncher.wallpaper.theme	4	0	4	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	
ovi.bluebrain.autoramcleaner	9	5	2	2	2	6	0	7	6	6	6	7	6	5	4	4	4	6	4	
com.ryohei.haruki.Anaguma	7	2	7	7	5	7	5	4	6	6	6	6	6	2	4	4	4	4	4	
com.neetrath.mdd	9	7	3	3	4	6	1	7	4	4	6	6	4	4	1	1	3	3	0	
com.mahoroba.mahokuji	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
air.com.appcookingmedia.cherrycupcakescookinggames	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
air.BRFree	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	
com.foxego.pokemonchat	10	7	6	10	10	6	6	7	6	9	9	6	6	7	6	9	9	6	6	
com.jogosmon.fotodetatuagem	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.printheaddoctor.phd	7	2	1	0	2	0	0	2	1	0	2	-1	0	2	0	0	1	-1	0	
neat.metal.silk	15	15	5	15	9	15	5	14	10	14	14	14	13	11	7	11	11	11	10	
com.jenda.basketballboard	5	3	5	5	3	5	1	4	4	4	4	4	4	4	4	4	4	4	4	
com.bra.fastin	4	4	4	4	2	2	1	3	3	3	2	2	2	3	3	3	2	2	2	
cz.ox.OXEngine	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.ramikabbani.unitswebclient	17	7	8	17	15	9	5	14	11	16	16	16	13	8	9	13	13	8	5	
com.gamegos.mobile.manorcafe	27	27	27	27	26	27	14	26	26	26	26	26	26	19	19	19	19	19	17	
com.successapp.magnifier	6	6	6	6	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	
com.newwife.hiyokogame	3	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	2	0	0	
com.g2a.marketplace	45	7	45	45	40	37	20	25	44	44	44	44	43	17	36	36	34	35	33	
alexander_sears.pazaaktradingcardgame	15	2	1	1	10	2	1	3	2	2	13	2	1	3	2	2	13	2	1	
com.booster.followers.likes.trending.hashtags	31	11	31	31	31	27	16	22	30	30	30	30	29	19	27	27	27	27	23	
paratv.country.seychelles	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.sici.ganeshinfotech.siciapp	2	2	0	0	2	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
com.andromo.dev270287.app290466	4	4	1	1	4	2	1	3	3	3	3	3	3	3	3	3	3	3	3	
com.smallappdeveloper.uklocalnews	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.newandromo.dev31450.app636136	4	0	4	4	4	4	0	2	3	3	3	3	2	2	3	3	3	3	2	
com.pressmatrix.nordhandwerk	24	22	24	24	24	24	22	23	23	23	23	23	23	21	21	21	21	21	21	
com.outthinking.collagelayout	33	8	33	33	33	7	1	8	32	32	32	7	1	8	32	32	32	7	1	
com.dmeautomotive.driverconnect.highcountrytoyota	72	56	72	72	47	55	15	71	71	71	63	64	52	55	61	61	53	55	42	
me.xizzhu.android.news	7	5	7	7	7	7	3	6	6	6	6	6	4	6	6	6	6	6	4	
com.thobun.scorpionslovemusic	3	1	3	3	1	0	0	2	2	2	2	0	0	2	2	2	2	0	0	
com.egorkudraviy.JigsawPuzzleDakarKamazTruck	51	28	51	51	50	51	28	43	50	50	50	50	46	36	43	43	43	43	36	
com.mobatia.tictapmobapp	27	2	4	27	27	4	1	6	25	26	26	7	4	4	23	24	24	5	2	
li.llv.eidli.app	30	30	30	30	28	28	15	29	29	29	29	29	29	24	24	24	24	24	24	
com.gam3dude.bowarrow.castleknight.war	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	
jp.digitallab.th.bamboo	13	13	2	13	13	6	1	12	11	12	12	12	7	9	7	9	9	8	4	
dev.belka.zabl	7	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	
com.store.vinakids.haitet2017	9	5	2	2	5	4	1	5	5	5	6	4	3	2	1	1	3	1	0	
com.cyberline.software.cbtaccolade	9	6	9	9	4	9	3	8	8	8	6	8	8	8	8	8	6	8	8	
com.jumpapp	6	3	3	0	3	3	0	4	4	4	4	4	1	4	4	4	4	4	1	
ru.otgswitch.adg	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.pawprintgames.kamicrazy.global	8	8	5	5	5	8	2	7	6	6	7	7	6	5	4	4	5	5	4	
com.hw.wortquiz	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.chownow.pasadenasandwichcompany	29	4	29	29	27	17	11	6	28	28	28	22	14	4	26	26	26	20	12	
com.app.tools.FIL.rcvry	8	2	1	1	0	1	0	7	2	2	1	1	1	7	2	2	1	1	1	
com.GalaxyLwp.Mala220	7	3	3	3	5	4	0	5	4	4	5	5	3	4	3	3	4	4	1	
com.halo.sportsplazamercatorhalo	22	22	22	22	19	22	9	21	21	21	21	21	21	15	15	15	14	15	11	
com.creativmontages.funnyphotobooth	16	6	5	5	4	7	3	10	6	6	10	8	6	8	4	4	8	6	3	
com.myxer.android	23	23	9	23	10	5	2	22	21	22	20	20	12	18	16	18	15	15	10	
com.newtowel.de.diet	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
it.isplus.clubristorazione	67	8	67	66	67	67	17	66	66	66	66	66	41	36	61	61	61	61	35	
co.alexis.mmjbq	186	186	186	186	162	186	30	185	185	185	185	185	181	164	164	164	164	164	121	
com.clotherans.trendesat	25	21	25	25	17	15	4	24	24	24	19	17	18	21	21	21	16	14	12	
com.pressmatrix.autoillustrierte	20	20	20	20	20	20	20	19	19	19	19	19	19	17	17	17	17	17	17	
com.lr.indian.city.cab.mobile.driving.sim	9	9	5	5	7	9	7	8	7	7	7	8	7	7	6	6	6	7	6	
com.santadev.fnbrnews	23	23	23	23	23	23	7	22	22	22	22	22	18	19	19	19	19	19	13	
com.taksina4best.cakepoppiessweetlinksoda	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.map16	2	0	2	2	2	0	0	0	1	1	1	0	0	0	1	1	1	0	0	
com.pixign.puzzle.world	42	38	42	42	42	42	1	41	41	41	41	41	1	41	41	41	41	41	1	
com.kbcard.kat.liivmate	88	48	88	88	88	60	11	62	87	87	87	87	66	44	68	68	68	68	37	
com.psfpukm.app	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.andromo.dev11883.app11182	13	11	10	10	9	11	10	12	12	12	12	12	12	12	12	12	12	12	12	
com.smvhs.traffic	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.easyapps4free.brazil	11	9	11	5	11	9	1	9	10	7	10	9	6	7	8	5	8	7	3	
com.Bts.wallpapers.allmembers	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.sjp.glasswallpaper	2	2	2	2	2	2	0	1	1	1	1	1	0	1	1	1	1	1	0	
it.oksystem.srl.rifornimentiautostradelite	4	0	2	1	0	0	0	0	2	1	2	0	0	0	2	1	2	0	0	
com.gsl.submarine	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
co.itplus.twseil	41	37	41	41	39	41	26	40	40	40	40	40	40	36	36	36	36	36	36	
com.mensagemfelizbomdia	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
in.softecks.politicalscience	5	2	5	5	5	5	1	2	4	4	4	4	1	1	3	3	3	3	0	
com.cpviet.apps.ebook.secrets_of_success	4	4	4	4	4	4	2	3	3	3	3	3	2	2	2	2	2	2	1	
com.quvideo.slideplus	93	57	93	93	88	93	12	92	92	92	92	92	60	72	74	74	74	74	37	
dev.redfmdigital.android.redfm	22	16	20	20	20	22	8	21	21	21	21	21	14	18	18	18	18	18	11	
com.titan.solitaire	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
cardova.games.splatme	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.bookaddictmobile.katakatakerensaatgalauuntukseseorang.donatecarfortaxcredit	3	0	0	0	3	3	0	0	0	0	2	2	0	0	0	0	2	2	0	
com.ymkwt.android.mentalcalculation	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.ACIBADEM	4	4	4	4	2	4	2	3	3	3	3	3	3	2	2	2	2	2	2	
com.cqsoluciones.radio.motoencuentrosargentina	3	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	
com.vcslotpoker.videoslotsdeluxe.android	9	4	9	9	5	6	2	4	8	8	6	6	2	2	6	6	4	4	1	
com.cerebroappstudio.drinkwater	4	4	2	2	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	
com.gramtugramtam.horsequiz	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.chownow.tarrylodge	28	7	28	28	17	18	6	7	27	27	24	22	15	6	26	26	23	21	14	
com.spreedinc.providers.digitalfirstmedia.oaklandpress	5	5	2	5	5	5	3	4	4	4	4	4	4	2	1	2	2	2	1	
app.id_d852bcba1afe4d1fb0e8fcf962209150	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.appaapps.wordendings2	3	3	0	0	0	3	0	2	1	1	1	2	1	1	0	0	0	1	0	
jp.eikomz.dolphinsim	20	19	20	20	20	20	11	19	19	19	19	19	19	18	18	18	18	18	16	
com.riliclabs.countriesbeen	18	13	18	18	13	8	5	16	17	17	15	9	7	14	15	15	13	7	5	
com.wecasa	19	17	17	19	17	19	7	18	18	18	18	18	18	14	14	14	14	14	12	
com.sundiogroup.elizawashere	62	22	62	62	62	62	39	42	61	61	61	61	61	39	58	58	58	58	58	
com.tabtale.genesis	51	39	51	51	50	51	24	45	50	50	50	50	50	36	41	41	41	41	36	
com.smartcoder.sms	5	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	
com.scan.pdf.picture	37	27	37	37	31	37	23	36	36	36	33	36	27	28	29	29	27	29	21	
com.zp.school.karthalwadi	4	4	2	2	4	4	2	3	3	3	3	3	3	1	1	1	1	1	1	
air.com.fernus.model.mobilkutuphane	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.tehanoi.gamapara	7	3	3	7	3	5	0	5	5	6	5	5	5	2	2	4	2	3	2	
com.huemsoft.hudeybiye	4	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	2	0	2	
com.kitabisa.android	111	111	111	111	111	111	46	110	110	110	110	110	108	105	105	105	105	105	100	
com.bestappsthemes.sights	5	5	1	1	4	5	2	4	2	2	4	4	2	2	0	0	2	2	0	
io.ionic.lakshya	7	7	4	4	7	7	3	6	6	6	6	6	6	2	2	2	2	2	0	
com.livares.keralahangouts	10	3	2	2	1	1	0	9	9	9	6	2	1	9	9	9	6	2	1	
com.bestringtonesapps.birdcallssoundsandringtones	20	20	13	10	12	15	3	19	17	15	16	15	10	16	14	12	12	12	6	
com.rpor.ajlee1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
uk.riide.adt	42	38	42	42	42	42	13	41	41	41	41	41	26	39	39	39	39	39	24	
com.ann.news.app	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.kcmbi.pthomas.cocsongs	11	1	0	0	1	0	0	10	0	0	10	0	0	0	0	0	0	0	0	
org.artsplanet.android.charactermemo	14	14	7	7	14	8	6	13	9	9	13	11	6	8	4	4	8	5	3	
