		C2C						A2A						CF2CF						
	Component	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	
com.lastpass.lpandroid	14	21	0	0	6	0	23	21	0	0	4	0	9	21	0	0	6	0	36	
com.tapinator.videopokerclassic	23	3	0	0	1	0	5	3	0	0	1	0	4	3	0	0	1	0	8	
com.indoorway.android.fluctus	12	15	11	0	0	7	6	15	7	0	0	7	6	15	11	0	0	7	6	
com.robapps.ballsrider	10	0	2	2	0	1	5	0	2	2	0	1	5	0	2	2	0	4	5	
com.makeshop.powerapp.lmart	23	4	17	17	10	19	16	4	13	13	7	15	11	4	17	17	10	37	16	
in.moltol.gujarati	11	1	0	0	2	0	17	1	0	0	2	0	16	1	0	0	2	0	48	
com.cymstudio.mix1007.fm.radio.app.terre.haute	8	0	0	0	3	3	8	0	0	0	1	3	3	0	0	0	3	3	11	
fr.redshift.chorus.creteilsoleil	54	39	0	0	1	0	113	39	0	0	1	0	70	39	0	0	1	0	252	
com.converter.usdtotry	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
marusov.andrew.bigrusloto	10	11	10	0	2	11	11	11	10	0	2	11	11	11	10	0	2	11	11	
com.Rewind.WEAVR	8	1	5	4	2	1	2	1	3	2	1	1	1	1	5	4	2	1	2	
com.bilalanwar32321.gogo	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
rs.masterit.panagent.berza	10	0	36	0	0	4	66	0	36	0	0	4	65	0	36	0	0	13	86	
com.himel.stylishtext	9	17	36	0	6	17	11	17	36	0	6	17	11	17	36	0	6	17	9	
com.bigflix.Movies	32	19	0	0	5	23	36	19	0	0	5	23	34	19	0	0	5	23	69	
technark.cforbeginners	36	25	0	0	25	25	52	25	0	0	25	25	26	25	0	0	25	25	52	
com.senle.hiball	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.oxford.bus	26	1	0	0	2	1	6	1	0	0	2	1	4	1	0	0	2	4	29	
com.wsea.monanchauau	14	80	36	36	19	37	23	80	36	36	19	37	19	80	36	36	19	37	23	
com.amadou.lostafound	30	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	
ag.tropicalanimal.formcpe	76	246	0	0	2	0	92	246	0	0	1	0	26	246	0	0	2	0	91	
com.gegonium.elettralamborghiniwallpaper	26	12	70	0	2	4	16	12	66	0	1	4	11	12	70	0	2	9	20	
com.appybuilder.hrithikpattar.KabaddiLive	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.overpass.secretagentspanishlite	8	0	2	2	4	2	11	0	0	0	0	1	1	0	2	2	4	4	11	
ru.cloudtaxi.client228c	10	0	4	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	6	
aplikasiresmi.internetgratis2	6	1	4	4	4	3	5	1	2	2	2	2	3	1	4	4	4	3	5	
com.mobileroadie.app_2529	152	2481	0	0	84	80	646	2481	0	0	79	80	598	2481	0	0	84	120	716	
com.tordusgames.puzzles.forest	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ias.upscpdf.com	31	2	0	0	0	0	14	2	0	0	0	0	5	2	0	0	0	0	29	
co.cheapchap.cheapchapv1	27	1	0	0	4	0	22	1	0	0	2	0	3	1	0	0	4	0	25	
com.theyoapp	13	3	0	0	1	0	2	3	0	0	1	0	2	3	0	0	1	0	2	
mhmgroup.zaaan.com.mhmgroup	2	1	0	1	1	2	2	1	0	1	1	2	2	1	0	1	1	2	2	
com.radiocolors.turquie	28	7	0	0	2	0	19	7	0	0	1	0	5	7	0	0	2	0	25	
br.com.controla.admsatfacil	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.abacus.devicespacelite2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.apprank.realcatlaserjoke	4	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	7	
india.chat.women.men	83	0	0	0	36	35	273	0	0	0	34	35	267	0	0	0	36	38	283	
org.twinone.intruderselfie	7	1	5	5	6	0	7	1	0	0	0	0	1	1	5	5	6	0	9	
com.myappfactory.videochat.livechat	27	26	0	0	2	0	37	26	0	0	2	0	31	26	0	0	2	0	55	
com.Top.Friendly.Apps.Games.Cute.Christmas.Photo.Stickers	11	2	1	1	0	1	5	2	1	1	0	1	3	2	1	1	0	1	5	
buba.tv2	64	1307	0	0	69	56	696	1307	0	0	56	54	609	1307	0	0	69	59	727	
com.ModernDoorDesigns.embolapps	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.quran.alqatamynasser	3	1	0	4	3	4	3	1	0	4	3	4	3	1	0	4	3	5	4	
com.app.petroleumclubokc	118	1083	0	0	0	58	180	1083	0	0	0	55	131	1083	0	0	0	71	188	
com.mauricio.notasFiscalesV2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.smartmoney.ledger_expensetrackerfree	15	14	15	15	15	15	15	14	15	15	15	15	15	14	15	15	15	15	14	
police.bha.rudra	512	641	0	0	318	715	715	641	0	0	318	715	715	641	0	0	318	715	713	
com.summerseger.WallpaperIndahIndrianaTerbaru	4	5	0	0	0	0	2	5	0	0	0	0	2	5	0	0	0	1	2	
com.izotope.spire	36	210	0	0	0	32	21	210	0	0	0	32	20	210	0	0	0	35	26	
com.cubemagic.mushroom_xbox	3	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	3	1	
com.chessclock.chessplayer.chesstimer	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
com.grandsons.dictboxar	29	19	0	0	20	28	35	19	0	0	16	26	30	19	0	0	20	29	35	
christian.conti.password.manager	41	67	95	0	68	6	81	67	94	0	67	6	80	67	95	0	68	6	81	
com.yelp.android	313	0	0	0	0	0	349	0	0	0	0	0	334	0	0	0	0	0	351	
nz.co.telecom.smartphone.android	24	101	1	1	2	0	7	101	1	1	2	0	5	101	1	1	2	0	577	
com.FourInRow	20	82	0	111	30	26	61	82	0	73	28	26	55	82	0	111	30	26	61	
acoimp.appklm	80	1562	0	0	0	67	157	1562	0	0	0	65	149	1562	0	0	0	69	167	
com.wave.keyboard.theme.speedometeranimatedkeyboard	45	35	0	0	2	3	37	35	0	0	2	3	21	35	0	0	2	3	42	
com.cameroun.actualites.app	71	12	0	0	26	18	72	12	0	0	21	18	51	12	0	0	26	18	143	
com.lapshinanatoly.firewheelfree	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
fr.ddi.congres_wp7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
pl.ordin.wikianniversaries	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.tbi.vishalfitness	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.greenncardd.senegalgospelmusic	41	6	0	0	2	0	20	6	0	0	0	0	17	6	0	0	2	0	21	
com.flavioapp.matandrebicca_girlswallpaper	18	3	6	6	4	7	26	3	3	3	4	7	7	3	6	6	4	12	31	
com.bzyg.sunerniangriji	8	1	6	6	1	0	2	1	6	6	1	0	2	1	6	6	1	0	2	
com.foxydigit.maze.game	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.wHd720PFILMIZLE	4	0	1	1	1	0	7	0	0	0	0	0	0	0	1	1	1	0	7	
com.GoodMorning.quotes	20	4	0	0	5	6	32	4	0	0	5	6	6	4	0	0	5	7	33	
com.expert.callernameannouncer	10	2	0	2	2	2	4	2	0	2	0	2	2	2	0	2	2	2	4	
com.app.sajcok	125	1103	0	0	0	62	186	1103	0	0	0	59	136	1103	0	0	0	87	208	
com.reverbnation.artistapp.i739749	34	42	27	0	22	12	56	42	9	0	20	11	38	42	27	0	22	18	56	
net.rockdev.staffcounter	14	4	7	7	8	4	10	4	4	4	4	4	4	4	7	7	8	5	10	
com.xprodev.cutcam	145	934	0	0	1	0	215	934	0	0	1	0	127	934	0	0	1	0	262	
io.xrgames.fruitracing	19	0	0	0	1	0	5	0	0	0	1	0	2	0	0	0	1	0	9	
ru.s4nchez.mineguide	22	31	0	0	0	31	31	31	0	0	0	31	31	31	0	0	0	31	31	
com.lixusapps.ramadan.maraa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
parents.vijaymala.in.vijaymalaparent	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	
com.expressvpn.vpn	20	2	44	0	7	1	32	2	2	0	0	0	0	2	44	0	7	3	136	
ru.iappsandigames.simulatorpocketibow	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.blackmagicstudio.games.fingerrush	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.silver.fantasynamegenerator	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.phorest.beubeauty	13	1	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	2	
com.zgdevelopment.listenandreadenglish	2	0	2	2	0	0	0	0	2	2	0	0	0	0	2	2	0	1	0	
flutter.awesome.gallery	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.howtodraweyestutorial.aulanovaaaps	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	
com.deloitte.mobile.container.dunew	53	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	3	
com.nibitech.cm	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
org.muth.android.conjugator_demo_en	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hail.mary	7	0	9	9	9	9	9	0	9	9	9	9	9	0	9	9	9	9	9	
com.easygo.wawaji	16	0	0	0	1	7	12	0	0	0	1	7	12	0	0	0	1	12	14	
com.Crossword.Kanji_ruigigo	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.PE.smartoctonauts	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ideas.waqf.waqfideas	10	8	9	9	8	9	9	8	9	9	8	9	9	8	9	9	8	9	8	
org.branham.lifeline	42	15	0	0	1	4	158	15	0	0	1	4	55	15	0	0	1	7	159	
air.com.mapyourshow.ABCKIDS16MobileApp	6	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	
com.miguelrio.cosmicstorm	11	0	1	1	1	0	9	0	1	1	1	0	9	0	1	1	1	0	9	
jp.co.woodsmall.kumamonCalc	9	6	9	9	0	8	11	6	6	6	0	6	6	6	9	9	0	8	11	
bob.bobwatches	37	78	0	0	60	61	100	78	0	0	57	61	93	78	0	0	60	73	116	
com.biticar.app	46	27	0	0	3	33	114	27	0	0	3	33	111	27	0	0	3	45	159	
com.loveroselwp.crush.love.rose.freelivewallpaper	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mn.everestsolution.moni	12	1	0	0	2	0	3	1	0	0	2	0	2	1	0	0	2	0	9	
com.hetory.kakao.buam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
dk.bilka.app.release	41	163	0	0	2	0	84	163	0	0	2	0	77	163	0	0	2	0	189	
kr.admobi	31	0	0	0	124	129	139	0	0	0	124	129	137	0	0	0	124	129	139	
air.com.kidsopia.Abacus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
br.com.squarebits.precosimples	3	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	5	5	
kr.or.kftc.mobilewallet	171	0	0	0	0	3	1233	0	0	0	0	2	1228	0	0	0	0	3	1233	
air.spacecannonsdemo	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.gamesayou.PlasticSurgeryDream_beautyMakeoverSpa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.Guru4Ever.wassafat	11	2	4	4	1	2	9	2	1	1	1	2	2	2	4	4	1	2	9	
com.paydue.android	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
kidgames.abc.pack	39	17	0	0	20	0	37	17	0	0	19	0	36	17	0	0	20	0	39	
smartgr.crochet.necklace	20	39	0	0	0	0	26	39	0	0	0	0	26	39	0	0	0	5	27	
com.forsonstudio.sarahblaskotopsonglyrics	8	1	0	2	1	8	14	1	0	2	1	8	14	1	0	2	1	9	15	
jp.itmama.itmama	8	5	3	3	3	3	6	5	3	3	3	3	6	5	3	3	3	3	7	
com.drugsdictionary	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
cb.tongdot	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	
com.crowdcompass.appaXLacugjBH	22	0	7	0	7	0	22	0	0	0	0	0	3	0	7	0	7	1	125	
com.freemium.android.apps.f1calendarandremainder	7	1	0	2	2	2	4	1	0	0	1	2	2	1	0	2	2	2	4	
com.colsubsidio.medicamentos	11	0	1	1	0	0	5	0	0	0	0	0	1	0	1	1	0	0	5	
au.com.tain.tierra	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.mobincube.tapestry_app.sc_5WRSZR	53	183	0	0	4	5	141	183	0	0	4	5	124	183	0	0	4	5	141	
com.king.world.runto	101	0	2	0	0	0	93	0	0	0	0	0	77	0	2	0	0	0	119	
net.digitalcookieapps.wordsearch	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	
com.erdalgame.twilightrunner3d	3	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	3	1	
com.OneLife2Care.FoodPoisoningHelp	23	12	59	59	43	41	62	12	59	59	40	40	58	12	59	59	43	41	62	
com.andromeda.wonjcncart	26	24	27	0	27	34	24	24	24	0	27	31	21	24	27	0	27	38	24	
tatcomputer.ir.twoplayers	28	25	0	0	0	29	32	25	0	0	0	29	32	25	0	0	0	34	31	
com.newstory.ChainsawSwing	37	6	0	0	0	0	10	6	0	0	0	0	6	6	0	0	0	0	13	
forgood.be.forgood	52	6	0	0	2	1	62	6	0	0	2	1	40	6	0	0	2	1	97	
me.doubledutch.smerapidconfexpo	124	2423	56	0	5	0	718	2423	56	0	2	0	705	2423	56	0	5	0	710	
com.magdalm.wifipasswordpro	12	28	0	0	1	6	11	28	0	0	1	6	9	28	0	0	1	6	11	
com.jsm.publicdomainbible.geneva	9	2	3	3	10	10	12	2	3	3	10	10	12	2	3	3	10	10	12	
com.app.gamersden	63	545	0	0	28	41	96	545	0	0	21	37	76	545	0	0	28	41	100	
com.i4joy.armyofallies	27	1	7	0	4	0	12	1	0	0	2	0	5	1	7	0	4	0	19	
com.rbstudio.supermariadventure	11	0	1	1	0	0	4	0	0	0	0	0	1	0	1	1	0	0	4	
pl.dogezz.symulatorprywaciarza	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.prometricexam	85	129	0	0	0	0	43	129	0	0	0	0	28	129	0	0	0	0	54	
com.seawolf.grabbybird	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.prgames.hero1	7	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	
com.unicron.tfdb2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
tr.com.fugo.kelimeavi2.da	23	3	0	0	0	18	50	3	0	0	0	18	49	3	0	0	0	20	50	
com.evoost	3	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	
com.accidentguys	31	33	55	0	0	62	66	33	54	0	0	62	64	33	55	0	0	66	66	
com.wallsoft.line.sony.xperia.free.themes.stylish.laucncher.wallpaper.theme	4	3	0	3	3	3	3	3	0	3	3	3	3	3	0	3	3	7	3	
ovi.bluebrain.autoramcleaner	9	2	5	5	6	2	8	2	2	2	3	1	3	2	5	5	6	3	12	
com.ryohei.haruki.Anaguma	7	8	0	0	1	0	1	8	0	0	0	0	0	8	0	0	1	0	1	
com.neetrath.mdd	9	1	9	9	5	2	11	1	3	3	1	1	4	1	9	9	5	2	14	
com.mahoroba.mahokuji	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
air.com.appcookingmedia.cherrycupcakescookinggames	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
air.BRFree	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.foxego.pokemonchat	10	2	6	0	0	6	5	2	3	0	0	4	3	2	6	0	0	6	6	
com.jogosmon.fotodetatuagem	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.printheaddoctor.phd	7	4	17	18	5	19	7	4	17	18	5	19	7	4	17	18	5	19	7	
neat.metal.silk	15	0	22	0	6	0	13	0	20	0	4	0	8	0	22	0	6	2	13	
com.jenda.basketballboard	5	1	0	0	2	0	3	1	0	0	2	0	2	1	0	0	2	0	7	
com.bra.fastin	4	0	0	0	1	1	2	0	0	0	1	1	1	0	0	0	1	3	3	
cz.ox.OXEngine	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.ramikabbani.unitswebclient	17	14	42	0	1	12	20	14	42	0	1	12	20	14	42	0	1	12	19	
com.gamegos.mobile.manorcafe	27	0	0	0	1	0	11	0	0	0	1	0	3	0	0	0	1	0	14	
com.successapp.magnifier	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.newwife.hiyokogame	3	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	0	2	2	
com.g2a.marketplace	45	722	0	0	3	6	26	722	0	0	3	6	24	722	0	0	3	22	48	
alexander_sears.pazaaktradingcardgame	15	22	25	25	4	23	26	22	22	22	2	23	23	22	25	25	4	23	26	
com.booster.followers.likes.trending.hashtags	31	122	0	0	0	4	17	122	0	0	0	4	13	122	0	0	0	4	21	
paratv.country.seychelles	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.sici.ganeshinfotech.siciapp	2	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	
com.andromo.dev270287.app290466	4	0	2	2	0	1	3	0	1	1	0	1	1	0	2	2	0	1	3	
com.smallappdeveloper.uklocalnews	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
com.newandromo.dev31450.app636136	4	6	0	0	0	0	3	6	0	0	0	0	3	6	0	0	0	1	3	
com.pressmatrix.nordhandwerk	24	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	6	
com.outthinking.collagelayout	33	42	0	0	0	58	65	42	0	0	0	58	65	42	0	0	0	61	88	
com.dmeautomotive.driverconnect.highcountrytoyota	72	12	0	0	20	16	92	12	0	0	15	16	64	12	0	0	20	16	206	
me.xizzhu.android.news	7	1	0	0	0	0	3	1	0	0	0	0	3	1	0	0	0	3	3	
com.thobun.scorpionslovemusic	3	1	0	0	1	3	3	1	0	0	1	3	3	1	0	0	1	3	3	
com.egorkudraviy.JigsawPuzzleDakarKamazTruck	51	71	0	0	1	0	46	71	0	0	1	0	19	71	0	0	1	0	46	
com.mobatia.tictapmobapp	27	91	31	0	0	27	31	91	31	0	0	27	30	91	31	0	0	28	36	
li.llv.eidli.app	30	0	0	0	1	2	14	0	0	0	0	2	12	0	0	0	1	2	26	
com.gam3dude.bowarrow.castleknight.war	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	
jp.digitallab.th.bamboo	13	0	12	0	0	6	20	0	2	0	0	2	4	0	12	0	0	10	79	
dev.belka.zabl	7	6	7	7	6	6	7	6	7	7	6	6	7	6	7	7	6	6	7	
com.store.vinakids.haitet2017	9	3	7	7	3	5	9	3	3	3	3	5	5	3	7	7	3	10	9	
com.cyberline.software.cbtaccolade	9	2	0	0	4	0	6	2	0	0	2	0	4	2	0	0	4	0	6	
com.jumpapp	6	3	5	12	6	6	8	3	5	12	6	6	8	3	5	12	6	14	25	
ru.otgswitch.adg	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.pawprintgames.kamicrazy.global	8	0	2	2	2	0	5	0	0	0	1	0	2	0	2	2	2	0	5	
com.hw.wortquiz	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.chownow.pasadenasandwichcompany	29	378	0	0	2	10	25	378	0	0	2	10	22	378	0	0	2	22	57	
com.app.tools.FIL.rcvry	8	5	6	6	8	7	8	5	6	6	7	7	7	5	6	6	8	7	8	
com.GalaxyLwp.Mala220	7	4	5	5	1	4	8	4	5	5	1	4	5	4	5	5	1	4	8	
com.halo.sportsplazamercatorhalo	22	0	0	0	2	0	20	0	0	0	1	0	1	0	0	0	2	0	20	
com.creativmontages.funnyphotobooth	16	23	29	29	16	21	20	23	27	27	11	21	13	23	29	29	16	21	20	
com.myxer.android	23	0	14	0	11	18	144	0	13	0	8	17	125	0	14	0	11	31	144	
com.newtowel.de.diet	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
it.isplus.clubristorazione	67	1109	0	3	0	0	309	1109	0	0	0	0	302	1109	0	3	0	0	388	
co.alexis.mmjbq	186	0	0	0	15	0	450	0	0	0	12	0	422	0	0	0	15	0	682	
com.clotherans.trendesat	25	6	0	0	7	17	29	6	0	0	7	17	11	6	0	0	7	25	37	
com.pressmatrix.autoillustrierte	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
com.lr.indian.city.cab.mobile.driving.sim	9	0	2	2	1	0	1	0	1	1	1	0	1	0	2	2	1	0	1	
com.santadev.fnbrnews	23	0	0	0	0	0	15	0	0	0	0	0	6	0	0	0	0	1	20	
com.taksina4best.cakepoppiessweetlinksoda	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
com.map16	2	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	
com.pixign.puzzle.world	42	4	0	0	0	0	1467	4	0	0	0	0	1467	4	0	0	0	5	1467	
com.kbcard.kat.liivmate	88	975	0	0	0	27	321	975	0	0	0	27	193	975	0	0	0	34	861	
com.psfpukm.app	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.andromo.dev11883.app11182	13	1	2	2	3	1	3	1	1	1	2	1	1	1	2	2	3	1	3	
com.smvhs.traffic	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	
com.easyapps4free.brazil	11	1	0	6	0	1	10	1	0	1	0	1	1	1	0	6	0	1	12	
com.Bts.wallpapers.allmembers	6	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	
com.sjp.glasswallpaper	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	
it.oksystem.srl.rifornimentiautostradelite	4	3	1	2	2	3	3	3	1	2	2	3	3	3	1	2	2	3	3	
com.gsl.submarine	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
co.itplus.twseil	41	2	0	0	2	0	25	2	0	0	2	0	16	2	0	0	2	0	27	
com.mensagemfelizbomdia	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
in.softecks.politicalscience	5	3	0	0	0	0	4	3	0	0	0	0	4	3	0	0	0	0	4	
com.cpviet.apps.ebook.secrets_of_success	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	
com.quvideo.slideplus	93	151	0	0	5	0	158	151	0	0	2	0	72	151	0	0	5	0	187	
dev.redfmdigital.android.redfm	22	3	1	1	2	0	18	3	1	1	2	0	12	3	1	1	2	0	86	
com.titan.solitaire	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
cardova.games.splatme	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.bookaddictmobile.katakatakerensaatgalauuntukseseorang.donatecarfortaxcredit	3	2	2	2	0	0	2	2	2	2	0	0	2	2	2	2	0	2	2	
com.ymkwt.android.mentalcalculation	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
com.ACIBADEM	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	
com.cqsoluciones.radio.motoencuentrosargentina	3	1	2	2	3	1	3	1	1	1	1	1	1	1	2	2	3	1	3	
com.vcslotpoker.videoslotsdeluxe.android	9	12	0	0	4	2	10	12	0	0	2	2	8	12	0	0	4	6	12	
com.cerebroappstudio.drinkwater	4	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	
com.gramtugramtam.horsequiz	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
com.chownow.tarrylodge	28	285	0	0	8	8	35	285	0	0	8	8	28	285	0	0	8	21	69	
com.spreedinc.providers.digitalfirstmedia.oaklandpress	5	0	4	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	
app.id_d852bcba1afe4d1fb0e8fcf962209150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.appaapps.wordendings2	3	0	3	3	3	0	2	0	0	0	0	0	0	0	3	3	3	0	2	
jp.eikomz.dolphinsim	20	1	0	0	0	0	10	1	0	0	0	0	2	1	0	0	0	0	10	
com.riliclabs.countriesbeen	18	3	0	0	4	10	48	3	0	0	4	10	48	3	0	0	4	24	68	
com.wecasa	19	1	1	0	2	0	11	1	1	0	2	0	3	1	1	0	2	0	14	
com.sundiogroup.elizawashere	62	276	0	0	0	0	28	276	0	0	0	0	27	276	0	0	0	0	139	
com.tabtale.genesis	51	15	0	0	1	0	51	15	0	0	0	0	13	15	0	0	1	0	51	
com.smartcoder.sms	5	2	3	3	2	2	3	2	2	2	2	2	2	2	3	3	2	2	3	
com.scan.pdf.picture	37	10	0	0	5	0	21	10	0	0	5	0	13	10	0	0	5	0	24	
com.zp.school.karthalwadi	4	0	4	4	0	0	1	0	0	0	0	0	0	0	4	4	0	0	1	
air.com.fernus.model.mobilkutuphane	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	
com.tehanoi.gamapara	7	2	2	0	3	1	5	2	2	0	3	1	3	2	2	0	3	1	9	
com.huemsoft.hudeybiye	4	14	10	10	1	10	4	14	10	10	1	10	4	14	10	10	1	11	4	
com.kitabisa.android	111	0	0	0	0	0	77	0	0	0	0	0	76	0	0	0	0	0	107	
com.bestappsthemes.sights	5	0	7	7	1	0	5	0	2	2	0	0	2	0	7	7	1	0	6	
io.ionic.lakshya	7	0	4	14	0	0	3	0	0	0	0	0	0	0	4	14	0	0	3	
com.livares.keralahangouts	10	7	8	8	7	9	10	7	8	8	7	9	10	7	8	8	7	10	12	
com.bestringtonesapps.birdcallssoundsandringtones	20	0	5	11	5	8	29	0	4	10	2	8	20	0	5	11	5	8	29	
com.rpor.ajlee1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
uk.riide.adt	42	2	0	0	0	0	38	2	0	0	0	0	35	2	0	0	0	0	452	
com.ann.news.app	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.kcmbi.pthomas.cocsongs	11	9	19	19	9	10	10	9	19	19	9	10	10	9	19	19	9	10	10	
org.artsplanet.android.charactermemo	14	0	7	7	0	5	11	0	4	4	0	3	6	0	7	7	0	6	11	
com.apsemaappforandroid	10	14	0	1	1	4	8	14	0	0	0	4	4	14	0	1	1	4	8	
com.intelen.dig.volterra	11	3	0	0	3	5	7	3	0	0	3	5	6	3	0	0	3	18	50	
com.calm.relaxing.rainsounds	37	20	0	0	21	14	54	20	0	0	11	14	17	20	0	0	21	14	54	
com.gametamin.trafficpuzzlegamepremium	17	1	0	0	2	0	11	1	0	0	2	0	3	1	0	0	2	0	17	
